application_number,filing_date,application_invention_type,examiner_full_name,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,atty_docket_number,appl_status_desc,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,invention_title,small_entity_indicator,aia_first_to_file
PCT/IL02/00116,,PCT,"LAO, SUE X",2126,709,200000,4460,K-163-1 PCT,PCT - International Search Report Mailed to IB,2002-08-02,,,,,2002065230,2002-08-22,,,NON-HIERARCHICAL COLLABORATIVE COMPUTING PLATFORM,UNDISCOUNTED,
PCT/IL02/00032,,PCT,"BRUMBACK, BRENDA G",1647,424,185100,6349,PRON-012 PCT,PCT - International Search Report Mailed to IB,2005-06-27,,,,,2002055010,2002-07-18,,,PHARMACEUTICAL COMPOSITIONS COMPRISING MODIFIED CNS-DERIVED PEPTIDES FOR PROMOTING NERVE REGENERATION AND PREVENTION OF NERVE DEGENERATION,UNDISCOUNTED,
PCT/IL02/00042,,PCT,"PARSONS, CHARLES E",2613,348,077000,6477,P-3228-PC,PCT - International Search Report Mailed to IB,2002-09-18,,,,,2002054932,2002-07-18,,,SYSTEM AND METHOD FOR WIDE FIELD IMAGING OF BODY LUMENS,UNDISCOUNTED,
PCT/IL02/00036,,PCT,"HONG, HARRY S",2652,379,265010,3305,2450/4,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002056127,2002-07-18,,,METHOD AND SYSTEM FOR MANAGING INTERNETCALL CNETERS,UNDISCOUNTED,
PCT/IL02/00017,,PCT,"STAHL, MICHAEL J",2874,385,010000,6672,43589,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002056068,2002-07-18,,,ELECTRICAL TESTING OF WAVEGUIDES,UNDISCOUNTED,
PCT/IL02/00122,,PCT,"ROBINSON, BINTA M",1625,514,002000,4464,01/23062,PCT - International Search Report Mailed to IB,2003-06-19,,,,,2002065977,2002-08-29,,,COMPOUNDS CO-INDUCING CHOLINERGIC UP-REGULATION AND INFLAMATION DOWN-REGULATION AND USES THEREOF,UNDISCOUNTED,
PCT/IL02/00123,,PCT,"CHUNG, PHUNG M",2111,714,800000,4493,02/23250,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002067429,2002-08-29,,,"SYSTEM AND METHOD FOR ENHANCED ERROR CORRECTION IN TRELLIS DECODING, ALSO UNEQUAL ERROR PROTECTION OF VARIABLE-LENGTH DATA PACKETS BASED ON RECURSIVE SYSTEMATIC CONVOLUTIONAL CODING, ALSO FEEDBACK-BASED UNEQUAL PROTECTION CODING",UNDISCOUNTED,
PCT/IL02/00124,,PCT,"LEE, SHUN K",2878,250,200000,6055,REA391-7.2,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002067014,2002-08-29,,,WIDE BAND GAP SEMICONDUCTOR COMPOSITE DETECTOR PLATES FOR X-RAY DIGITAL RADIOGRAPHY,UNDISCOUNTED,
PCT/IL02/00132,,PCT,"PATEL, VISHAL A",3676,016,422000,6124,2185/2,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002076263,2002-10-03,,,DEVICE FOR FACILITATING MANUAL GRIPPING OF PIPES AND CONNECTORS,UNDISCOUNTED,
PCT/IL02/00149,,PCT,"AZPURU, CARLOS A",1615,424,422000,4569,01/23069,PCT Search report ready for mailing,2002-08-29,,,,,2002067849,2002-09-06,,,SYSTEMS DEVICES AND METHODS FOR INTRABODY TARGETED DELIVERY AND RELOADING OF THERAPEUTIC AGENTS,UNDISCOUNTED,
PCT/IL02/00147,,PCT,"FABIAN-KOVACS, ARPAD",3671,056,340100,5712,2201.,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002069693,2002-09-12,,,TREE TRUNK SHAKER,UNDISCOUNTED,
PCT/IL02/00142,,PCT,"KALLIS, RUSSELL",1663,800,278000,4486,01/21910,PCT - International Search Report Mailed to IB,2002-09-11,,,,,2002076189,2002-10-03,,,METHOD OF ENHANCING ENTOMOPHILOUS,UNDISCOUNTED,
PCT/IL02/00150,,PCT,"PREBILIC, PAUL B",3738,623,001110,4643,02/23444,PCT - International Search Report Mailed to IB,2002-12-12,,,,,2002068012,2002-09-06,,,STENT DELIVERY USING MULTIPLE GUIDEWIRES,UNDISCOUNTED,
PCT/IL02/00148,,PCT,"SCHWADRON, RONALD B",1644,530,324000,4523,TEVA-003 PCT,PCT - International Search Report Mailed to IB,2002-09-13,,,,,2002067848,2002-09-06,,,SYNTHETIC HUMAN PEPTIDES AND PHARMACEUTICAL COMPOSITIONS COMPRISING THEM FOR THE TREATMENT OF SYSTEMIC LUPUS ERYTHEMATOSUS,UNDISCOUNTED,
PCT/IL02/00152,,PCT,"REVAK, CHRISTOPHER A",2131,713,201000,4534,2162,PCT - International Search Report Mailed to IB,2002-08-05,,,,,2002071224,2002-09-12,,,STORAGE AREA NETWORK (SAN) SECURITY,UNDISCOUNTED,
PCT/IL02/00016,,PCT,"FOULADI SEMNANI, FARANAK",2672,345,001000,4651,44003,PCT - International Search Report Mailed to IB,2002-06-26,,,,,2002056289,2002-07-18,,,IMPROVED APPARATUS AND METHODS FOR REPLACING DECORATIVE IMAGES WITH TEXT AND/OR GRAPHICAL PATTERNS,UNDISCOUNTED,
PCT/IL02/00001,,PCT,"BURD, KEVIN MICHAEL",2632,375,341000,4650,12410.0017,PCT - International Search Report Mailed to IB,2002-09-09,,,,,2002054645,2002-07-11,,,SOFT DECISION OUTPUT GENERATOR,UNDISCOUNTED,
PCT/IL02/00002,,PCT,"BAYARD, EMMANUEL",2633,375,262000,6079,12410.0018,PCT - International Search Report Mailed to IB,2002-07-12,,,,,2002056567,2002-07-18,,,REDUCED SOFT OUTPUT INFORMATION PACKET SELECTION,UNDISCOUNTED,
PCT/IL02/00168,,PCT,"SEAL, JAMES",2135,713,201000,4521,1529,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002071405,2002-09-12,,,METHODS AND SYSTEMS TO DETECT UNAUTHORIZED SOFTWARE,UNDISCOUNTED,
PCT/IL02/00162,,PCT,"FRIDIE JR, WILLMON",3722,407,053000,4525,P-3774-PC,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002070181,2002-09-12,,,MULTI PURPOSE END-MILL,UNDISCOUNTED,
PCT/IL02/00153,,PCT,"SULLIVAN, DANIEL M",1636,435,006000,4653,02/23442,PCT - International Search Report Mailed to IB,2002-08-20,,,,,2002070019,2002-09-12,,,"NUCLEIC ACID CONSTRUCTS, CELLS TRANSFORMED THEREWITH AND METHODS UTILIZING SAME FOR INDUCING LIVER REGENERATION AND ALLEVIATION OF PORTAL HYPERTENSION",UNDISCOUNTED,
PCT/IL02/00166,,PCT,"DINH, DUNG C",2153,709,200000,4466,45341,PCT - International Search Report Mailed to IB,2002-07-16,,,,,2002071220,2002-09-12,,,A SYSTEM AND METHOD FOR ASYNCHRONOUS REPLICATION FOR STORAGE AREA NETWORKS,UNDISCOUNTED,
PCT/IL01/01208,,PCT,"CRENSHAW, MARVIN P",2854,101,401000,6352,M-298-1 PCT,PCT - International Search Report Mailed to IB,2003-09-05,,,,,2002051639,2002-07-04,,,DIGITAL PRINTING DEVICE AND METHOD,UNDISCOUNTED,
PCT/IL02/00169,,PCT,"SHARMA, SUJATHA R",2648,455,445000,9844,QUAS03/02,PCT - International Search Report Mailed to IB,2002-11-05,,,,,2002071727,2002-09-12,,,CELLULAR TELEPHONE PROTOCOL EXTENSION,UNDISCOUNTED,
PCT/IL02/00183,,PCT,"AVILA, STEPHEN P",3617,114,102100,4650,01/23067,PCT - International Search Report Mailed to IB,2002-10-08,,,,,2002072411,2002-09-19,,,FLEXIBLE WING-SAIL AND WIND-PROPELLED VEHICLE INCLUDING SAME,UNDISCOUNTED,
PCT/IL02/00185,,PCT,"BROWN, JENNINE M",1755,204,606000,4553,P-3694-PC,PCT - International Search Report Mailed to IB,2002-09-11,,,,,2002071024,2002-09-12,,,APPARATUS AND METHOD FOR ELECTROPHORESIS,UNDISCOUNTED,
PCT/IL02/00178,,PCT,"JACYNA, J CASIMER",3751,222,387000,4524,2370/3,PCT - International Search Report Mailed to IB,2002-06-25,,,,,2002070398,2002-09-12,,,VISCOUS FLUID DISPENSER,UNDISCOUNTED,
PCT/IL02/00191,,PCT,"RIVELL, JOHN A",3753,137,625110,6089,P-3686-PC,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002077452,2002-10-03,,,VACUUM DISTRIBUTION CONTROLLER APPARATUS,UNDISCOUNTED,
PCT/IL02/00184,,PCT,"LEE, CHI CHUNG",2131,700,090000,9966,02/23414,PCT - International Search Report Mailed to IB,2002-12-05,,,,,2002071765,2002-09-12,,,METHOD AND APPARATUS FOR AUTOMATIC CONTROL ACCESS,UNDISCOUNTED,
PCT/IL02/00174,,PCT,"BAUM, STUART F",1663,800,278000,4520,0122939,PCT - International Search Report Mailed to IB,2004-08-16,,,,,2002070647,2002-09-12,,,"DENATURAT STABLE AND/OR PROTEASE RESISTANT, CHAPERONE- LIKE OLIGOMERIC PROTEINS, POLYNUCLEOTIDES ENCODING SAME AND THEIR USES",UNDISCOUNTED,
PCT/IL02/00198,,PCT,"TRAN, QUOC DUC",2651,379,001010,4567,1458/7,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002073939,2002-09-19,,,SYSTEM AND METHOD FOR TELEPHONE NUMBER VERIFICATION AND IDENTIFICATION,UNDISCOUNTED,
PCT/IL02/00193,,PCT,"ROSSI, JESSICA L",1733,156,295000,4648,1529/26,PCT - International Search Report Mailed to IB,2002-08-20,,,,,2002072352,2002-09-19,,,METHOD AND APPARATUS FOR ADHERING SHEETS TOGETHER WITHOUT TRAPPED BUBBLES AND EASY DETACHMENT OF STACK,UNDISCOUNTED,
PCT/IL02/00201,,PCT,"REDDICK, MARIE L",1713,347,126000,4550,P-3973-PC,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002078868,2002-10-10,,,METHOD AND COMPOSITIONS FOR PREVENTING THE AGGLOMERATION OF AQUEOUS PIGMENT DISPERSION,UNDISCOUNTED,
PCT/IL02/00208,,PCT,"SHEINBERG, MONIKA B",1634,702,019000,9947,02/23223,PCT - International Search Report Mailed to IB,2003-05-28,,,,,2002074233,2002-09-26,,,SYSTEM AND METHOD FOR CREATING A SERIES OF THREE DIMENSIONAL GLYCAN STRUCTURES DATABASE AND THEIR APPLICATION,UNDISCOUNTED,
PCT/IL02/00203,,PCT,"FERRIS, DERRICK W",2616,370,351000,4548,2502/2,PCT - International Search Report Mailed to IB,2002-09-12,,,,,2002073333,2002-09-19,,,METHOD AND SYSTEM FOR FACILITATING USAGE OF SHORT MESSAGES SERVICE (SMS) FOR E-COMMERCE,UNDISCOUNTED,
PCT/IL02/00199,,PCT,"JONES, DAMERON LEVEST",1616,424,001650,5883,02/23425,PCT - International Search Report Mailed to IB,2002-09-12,,,,,2002073235,2002-09-19,,,RADIOLABELED IRREVERSIBLE INHIBITORS OF EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE AND THEIR USE IN RADIOIMAGING AND RADIOTHERAPY,UNDISCOUNTED,
PCT/IL02/00211,,PCT,"SMITH, CAROLYN L",1631,702,020000,4540,Y02/7,PCT - International Search Report Mailed to IB,2002-08-27,,,,,2002073498,2002-09-19,,,RECURRENT SIGNATURE IDENTIFIES TRANSCRIPTIONAL MODULES,UNDISCOUNTED,
PCT/IL02/00209,,PCT,"HARRISON, CHANTE E",2619,382,133000,9846,02/23362,PCT - International Search Report Mailed to IB,2002-11-05,,,,,2002073948,2002-09-19,,,A MEMORY-FREE METHOD OF REGION FILLING,UNDISCOUNTED,
PCT/IL02/00204,,PCT,"LAYNO, CARL HERNANDZ",3792,607,002000,4526,246/02624,PCT - International Search Report Mailed to IB,2002-09-12,,,,,2002073526,2002-09-19,,,CEREBRAL PROGRAMMING,UNDISCOUNTED,
PCT/IL02/00219,,PCT,"DEL SOLE, JOSEPH S",1722,425,17480E,1158,01/22992,PCT - International Search Report Mailed to IB,2002-12-19,,,,,2002074190,2002-09-26,,,POLYMER FIBER TUBULAR STRUCTURE HAVING IMPROVED KINKING RESISTANCE,UNDISCOUNTED,
PCT/IL02/00215,,PCT,"WOO, JULIAN W",3771,606,151000,1154,088/02559,PCT - International Search Report Mailed to IB,2002-12-19,,,,,2002074188,2002-09-26,,,METHOD AND APPARATUS FOR FORMING APERTURES IN BLOOD VESSELS,UNDISCOUNTED,
PCT/IL02/00222,,PCT,"JONES, HUGH M",2128,703,001000,9799,02/23366,PCT - International Search Report Mailed to IB,2002-09-05,,,,,2002075584,2002-09-26,,,APPARATUS AND METHOD FOR EFFICIENT REPRESENTATION OF PERIODIC AND NEARLY PERIODIC SIGNALS ANALYSIS,UNDISCOUNTED,
PCT/IL01/01179,,PCT,"POON, KING Y",2675,358,001200,6562,P-4698-PC,PCT - International Search Report Mailed to IB,2002-05-22,,,,,2002050763,2002-06-27,,,SPECTRALLY MATCHED PRINT PROOFER,UNDISCOUNTED,
PCT/IL02/00228,,PCT,"GREGORY, BERNARR E",3648,244,003160,9840,60/276933,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002075348,2002-09-26,,,OMNI-DIRECTIONAL RADIATION SOURCE AND OBJECT LOCATOR,UNDISCOUNTED,
PCT/IL02/00230,,PCT,"YU, JUSTINE ROMANG",3785,128,207150,4537,45294,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002076279,2002-10-03,,,METHOD AND SYSTEM FOR INTUBATION,UNDISCOUNTED,
PCT/IL02/00243,,PCT,"GURSHMAN, GRIGORY",2132,380,045000,1052,02/23568,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2003081838,2003-10-02,,,RANDOM DATA METHOD AND APPARATUS,UNDISCOUNTED,
PCT/IL02/00244,,PCT,"DARROW, JUSTIN T",PTAB,713,185000,8690,MMI407-1.2,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002079996,2002-10-10,,,MEDIA CARD,UNDISCOUNTED,
PCT/IL02/00235,,PCT,"PAIK, STEVEN SANGYUL",2887,235,492000,4616,100/02659,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002076717,2002-10-03,,,MANUFACTURE OF SELF-POWERED IDENTIFICATION DEVICES,UNDISCOUNTED,
PCT/IL02/00236,,PCT,"LE, DAVID Q",3621,705,067000,9854,100/02658,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002078199,2002-10-03,,,A METHOD AND SYSTEM FOR REMOTELY AUTHENTICATING IDENTIFICATION DEVICES,UNDISCOUNTED,
PCT/IL02/00249,,PCT,"NATNITHITHADHA, NAVIN",3736,600,585000,1103,02/23215,PCT - International Search Report Mailed to IB,2002-12-13,,,,,2002080752,2002-10-17,,,NON-INVASIVE PROBE FOR DETECTING MEDICAL CONDITIONS,UNDISCOUNTED,
PCT/IL02/00221,,PCT,"EVANS, ROBIN OCTAVIA",3752,600,594000,9845,02/23298,PCT - International Search Report Mailed to IB,2002-10-02,,,,,2002074155,2002-09-26,,,CONTOUR MAPPING SYSTEM AND METHOD PARTICULLARLY USEFUL AS A SPINE ANALYZER AND PROBE THEREFOR,UNDISCOUNTED,
PCT/IL02/00227,,PCT,"DINH, TIEN QUANG",3647,244,0010TD,1092,1309/5,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002075235,2002-09-26,,,STEALTH AIRBONE SYSTEM,UNDISCOUNTED,
PCT/IL02/00242,,PCT,"SEAL, JAMES",2135,713,150000,1100,02/23567,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2003081374,2003-10-02,,,SYSTEM AND METHOD FOR MAKING AVAILABLE IDENTICAL RANDOM DATA TO SEPERATE AND REMOTE PARTIES,UNDISCOUNTED,
PCT/IL02/00217,,PCT,"GUTIERREZ, ANTHONY",2862,702,010000,1087,AGR361-1.2,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002079376,2002-10-10,,,SYSTEM AND METHOD FOR REMOTE MONITORING OF WATER STRESS STATUS OF GROWING CROPS,UNDISCOUNTED,
PCT/IL02/00225,,PCT,"HO, DUC CHI",2619,370,352000,1152,1534,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002075475,2002-09-26,,,METHOD AND SYSTEM FOR COMMUNICATING VOICE OVER IP ACCESS NETWORKS,UNDISCOUNTED,
PCT/IL02/00224,,PCT,"CHOOBIN, BARRY",2624,382,133000,1085,02/23226,PCT - International Search Report Mailed to IB,2002-11-12,,,,,2002079749,2002-10-10,,,SYSTEM AND METHOD FOR GENERATING A PROFILE OF PARTICULATE COMPONENETS OF A BODY FLUID SAMPLE,UNDISCOUNTED,
PCT/IL02/00218,,PCT,"DEL SOLE, JOSEPH S",1722,425,17480E,9841,01/22155,PCT - International Search Report Mailed to IB,2002-12-02,,,,,2002074189,2002-09-26,,,METHOD AND APPARATUS OF IMPROVING MECHANICAL CHARACTERISTICS OF NON WOVEN MATERIALS,UNDISCOUNTED,
PCT/IL02/00258,,PCT,"NGUYEN, KHANH V",2843,330,100000,1105,001863PC,PCT - International Search Report Mailed to IB,2002-08-21,,,,,2002080354,2002-10-10,,,AMPLIFIER,UNDISCOUNTED,
PCT/IL02/00254,,PCT,"WITHERSPOON, SIKARL A",1622,424,059000,9839,P-4972-PC,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002079121,2002-10-10,,,PRODUCTS FOR PREVENTING PENETRATION INTO THE SKIN,UNDISCOUNTED,
PCT/IL02/00256,,PCT,"DO, PENSEE T",1677,435,007100,8693,P-3447-PC,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002078906,2002-10-10,,,METHODS AND DEVICES FOR SORTING AND SEPARATING PARTICLES,UNDISCOUNTED,
PCT/IL02/00252,,PCT,"JIANG, SHAOJIA A",1623,514,034000,5823,LAP-005 PCT,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002078597,2002-10-10,,,ORAL ABSORBED DRUGS,UNDISCOUNTED,
PCT/IL02/00200,,PCT,"JIMENEZ, LOAN B",3763,604,096010,4551,44701,PCT - International Search Report Mailed to IB,2002-07-31,,,,,2002072188,2002-09-19,,,BALLOON METHOD AND APPARATUS FOR VASCULAR CLOSURE FOLLOWING ARTERIAL CATHERIZATION,UNDISCOUNTED,
PCT/IL02/00186,,PCT,"WINTER, JOHN M",3621,705,067000,4642,P-4848-PC,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002071176,2002-09-12,,,TRANSACTION SYSTEM,UNDISCOUNTED,
PCT/IL02/00177,,PCT,"HUSON, GREGORY L",OEEOD,004,254000,4554,61,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2003074799,2003-09-12,,,SQUATTING TOILET EQUIPPED WITH FOLDED URINAL PAN,UNDISCOUNTED,
PCT/IL02/00263,,PCT,"LIM, KRISNA",2451,709,200000,1054,12407.0045,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002080012,2002-10-10,,,DISTRIBUTED SYNCHRONIZATION MECHANISM FOR SHRED COMMUNICATIONS MEDIA BASED NETWORKS,UNDISCOUNTED,
PCT/IL02/00266,,PCT,"WEBB, GREGORY E",1751,510,218000,5820,1540,PCT - International Search Report Mailed to IB,2002-09-05,,,,,2002078869,2002-10-10,,,OFFSET PRINTING PLATE FOR DIRECT INKJET CTP,UNDISCOUNTED,
PCT/IL02/00260,,PCT,"WU, XIAO MIN",2629,345,001000,8688,45508,PCT - International Search Report Mailed to IB,2003-01-23,,,,,2002082354,2002-10-17,,,APPARATUS AND METHODS FOR HAND MOTION TRACKING AND HANDWRITING RECOGNITION,UNDISCOUNTED,
PCT/IL02/00274,,PCT,"MENDEZ, MANUEL A",3783,604,263000,9827,142445,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002080997,2002-10-17,,,SAFETY VENIPUNCTURE APPARATUS,UNDISCOUNTED,
PCT/IL02/00144,,PCT,"RIES, LAURIE ANNE",2176,707,501100,6080,40626,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002069121,2002-09-06,,,MODULAR INTERACTIVE APPLICATION GENERATION SYSTEM,UNDISCOUNTED,
PCT/IL02/00268,,PCT,"CHEUNG, MARY DA ZHI WANG",3665,705,052000,5818,02/23525,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2003038695,2003-05-08,,,"METHOD AND SYSTEM FOR CREATION, MANAGEMENT AND ANALYSIS OF DISTRIBUTION SYNDICATES",UNDISCOUNTED,
PCT/IL02/00271,,PCT,"EDOUARD, PATRICK NESTOR",2674,704,009000,8686,42603,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002082208,2002-10-17,,,FAST LINGUISTIC PARSING SYSTEM,UNDISCOUNTED,
PCT/IL02/00276,,PCT,"NGUYEN, VI X",3771,606,192000,8704,1975/16,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002078511,2002-10-10,,,INFLATABLE MEDICAL DEVICE WITH COMBINATION CUTTING ELEMENTS AND DRUG DELIVERY CONDUITS,UNDISCOUNTED,
PCT/IL02/00278,,PCT,"ALLEN, MARIANNE P",1647,702,019000,1097,02/23468,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002079750,2002-10-10,,,MARKOVIAN DOMAIN FINGERPRINTING IN STATISTICAL SEGMENTATION OF PROTEIN SEQUENCES,UNDISCOUNTED,
PCT/IL02/00140,,PCT,"GURLEY, LYNNE ANN",2811,029,025030,5711,ACK336-5.2,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002067278,2002-08-29,,,ELECTROLYTIC CAPACITORS AND METHOD FOR MAKING THEM,UNDISCOUNTED,
PCT/IL02/00284,,PCT,"LIANG, REGINA",2625,345,179000,8692,PCT-0001,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002084634,2002-10-24,,,ELECTRONIC PEN-LIKE INPUT DEVICE,UNDISCOUNTED,
PCT/IL02/00282,,PCT,"GARCIA, GABRIEL I",2674,358,001800,8684,P-3878-PC,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002081214,2002-10-17,,,A METHOD AND SYSTEM FOR COMPENSATING FOR BANDING DEFECTS IN INKJET PRINTERS,UNDISCOUNTED,
PCT/IL02/00290,,PCT,"NGUYEN, HAI V",2142,709,219000,8696,NIRAGONGO03,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2003088064,2003-10-23,,,METHOD AND SYSTEM FOR PUSHING CONTENT THROUGH CELLULAR NETWORK,UNDISCOUNTED,
PCT/IL02/00151,,PCT,"CHIESA, RICHARD L",1724,096,088000,5709,02/23390,PCT - International Search Report Mailed to IB,2002-07-03,,,,,2002068125,2002-09-06,,,DISC-TYPE AIR FILTERS,UNDISCOUNTED,
PCT/IL02/00289,,PCT,"AGUSTIN, PETER VINCENT",2688,365,001000,5829,1324/14,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002084651,2002-10-24,,,APPARATUS AND METHOD FOR 3-D STORAGE OF INFORMATION AND ITS RETRIEVAL,UNDISCOUNTED,
PCT/IL02/00131,,PCT,"JONES, HUGH M",2123,703,002000,6112,01/22969,PCT - International Search Report Mailed to IB,2002-08-20,,,,,2002067075,2002-08-29,,,STOCHASTIC MODELING OF SPATIAL DISTRIBUTED SEQUENCES,UNDISCOUNTED,
PCT/IL02/00074,,PCT,"O'NEILL, GARY WILLIAM",2873,359,617000,4633,01/22565,PCT - International Search Report Mailed to IB,2002-07-15,,,,,2002059676,2002-08-01,,,SPHERICAL VIEW IMAGING APPARATUS AND METHOD,UNDISCOUNTED,
PCT/IL02/00295,,PCT,"CARR, DEBORAH D",1622,554,001000,5827,YEDA-004 PCT,PCT - International Search Report Mailed to IB,2003-02-19,,,,,2002083058,2002-10-24,,,ANTI-INFLAMMATORY FATTY ALCOHOLS ANF FATTY ACIDS ESTERS USEFUL AS ANTIGENS CARRIERS,UNDISCOUNTED,
PCT/IL02/00102,,PCT,"BUI, KIEU OANH T",2623,725,001000,6023,44086,PCT - International Search Report Mailed to IB,2002-08-20,,,,,2002065229,2002-08-22,,,CABLERAN NETWORKING OVER COAXIAL CABLES,UNDISCOUNTED,
PCT/IL02/00109,,PCT,"AWAD, AMR A",2621,345,001000,6053,136381.1 IL,PCT - International Search Report Mailed to IB,2002-07-12,,,,,2002065443,2002-08-22,,,METHOD AND APPARATUS FOR LOW BANDWIDTH TRANSMISSION OF DATA UTILIZING OF THE HUMAN EYE ANATOMY,UNDISCOUNTED,
PCT/IL02/00097,,PCT,"BLANKENSHIP, GREGORY A",3612,296,097800,6126,1841/3,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2003066358,2003-08-14,,,SIDE WINDOW VEHICLE SHADE,UNDISCOUNTED,
PCT/IL02/00060,,PCT,"HILL, MYRON G",1648,536,023720,6043,GAVISH003PCT,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002059258,2002-08-01,,,CHIMERIC PROTEINS FOR PREVENTION AND TREATMENT OF HIV INFECTION,UNDISCOUNTED,
PCT/IL02/00308,,PCT,"LUKTON, DAVID",1653,514,006000,8682,KAM/001 PCT,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2003086272,2003-10-23,,,ULTRAPURE TRANSFERRIN FOR PHARMACEUTICAL COMPOSITIONS,UNDISCOUNTED,
PCT/IL02/00301,,PCT,"GILBERT, ANDREW M",3700,604,096010,8709,2376/6,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002083195,2002-10-24,,,DEVICE FOR AIDING URINATION AND METHOD OF USE THEREOF,UNDISCOUNTED,
PCT/IL02/00299,,PCT,"ENGLISH, ALECIA DIANE",2625,345,001200,5825,P-4016-PC,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002084635,2002-10-24,,,METHODS AND APPARATUS FOR TRANSMITTINGDATA OVER GRAPHICS DISPLAYS,UNDISCOUNTED,
PCT/IL02/00313,,PCT,"NGUYEN, TUYEN T",2837,336,177000,1094,02/23085,PCT - International Search Report Mailed to IB,2002-09-18,,,,,2002087058,2002-10-31,,,ELECTROMAGNETIC DEVICE PARTICULLARLY USEFUL AS A VIBRATOR FOR A FLUID PUMP,UNDISCOUNTED,
PCT/IL02/00297,,PCT,"NGUYEN, SON T",3643,047,058100,1036,02/23454,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002084248,2002-10-24,,,SYSTEM AND METHOD FOER PHYTOMONITORING,UNDISCOUNTED,
PCT/IL02/00294,,PCT,"WEDDINGTON, KEVIN E",1614,514,546000,5815,YEDA-003 PCT,PCT - International Search Report Mailed to IB,2002-09-11,,,,,2002083122,2002-10-24,,,FATTY ALCOHOL AND FATTY ACID ESTERS USEFUL FOR TREATMENT INFORMATION,UNDISCOUNTED,
PCT/IL02/00291,,PCT,"GURSHMAN, GRIGORY",2132,713,170000,8710,1385/10,RO PROCESSING COMPLETED-PLACED IN STORAGE,2018-11-09,,,,,2002084990,2002-10-24,,,DIGITAL VIDEO PROTECTION FOR AUTHENTICITY VERIFACATION,UNDISCOUNTED,
